Gender,agerange,AcademicStatus,socialMediaPlatforms,emergingtechnologies,HowdoyouaccessyoursocialmediaplatformsYoucanchoosemorethanone,Howlonghaveyoubeenusingsocialnetworkingsites,HowoftendoyouvisityourSocialNetworkaccounts,Onaveragehowmuchtimedoyouspenddailyonasocialnetworkingsite,Howmanyofyourclassmatesareyourcontactsfriendsonyoursocialnetwork,WhydoyouusesocialnetworksYoucanchoosemorethanone,Incorporatingsocialmediaplatformsandemergingtechnologieshighligh,Socialmediaplatformsandemergingtechnologieshighlightedearliercou,Incorporatingsocialmediaandemergingtechnologiesasateachingtoolwi,EducationalLearningviathesocialmediaplatformswillbeeasyforme,Itwillbebeneficialformetobecomeskilfulatusingsocialmediaplatform,MycolleaguesthinkIshouldusesocialmediaandemergingtechnologiesfor,Myfamilyandfriendswillappreciatemyuseofsocialmediaandemergingtec,Myprivacywillbeinfringedifsocialmediaplatformsandemergingtechnol,Internetavailabilityandsignalstrengthwillbeaprobleminusingthesoc,Internetdatabundlesaffordabilitywillbeaprobleminusingthesocialme,Poweravailabilitywillbeaprobleminusingthesocialmediaandemergingt,Ihavethetechnicalskillstousesocialmediaplatformsandemergingtechn,Iwillbewillingtousesocialmediaplatformsandemergingtechnologiesfo,Iwillbewillingtodevotetherequiredtimeandenergyformylearningactiv,Areyoupresentlyinvolvedinelearningusinganysocialmediaplatformore,Whichelearningcoursesorplatformsareyoucurrentlyengagedin
Male,15 - 25,Student - Full time,Facebook;Instagram;WhatsApp;Telegram;YouTube;Pinterest;Snapchat;Discord,"Google Classroom;Massive Open Online Courses (MOOC) like Coursera, Udemy, EDX etc;Mobile Learning via Mobile Apps (Sololearn, Simplilearn, Grasshopper...);Web-based Elearning Platforms",Laptop;Desktop;Smatphone;Tablet or Ipad,above 5 years,Weekly,Less than 1 hour,Almost everyone,To find information;To play games;To make professional and business contacts;To keep in touch with family and friends;To make new friends;To get latest information/gist;For academic purposes;To while away time,5.0,5.0,5.0,5.0,5.0,4.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,Yes,Udemy
Male,26 - 35,Student - Full time,Facebook;WhatsApp,Facebook Live;Google Classroom,Smatphone;Tablet or Ipad,3-5 years,Daily,1 - 6 hours per day,51- 100,To play games;To keep in touch with family and friends;To get latest information/gist;To share your experience;For academic purposes,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,No, 
Male,15 - 25,Student - Full time,Facebook;Instagram;WhatsApp,Facebook Live;Google Classroom,Laptop;Smatphone,above 5 years,Daily,1 - 6 hours per day,Less than 20,To find information;To keep in touch with family and friends;To get latest information/gist;For academic purposes,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,3.0,3.0,3.0,5.0,5.0,5.0,No, 
Male,15 - 25,Student - Full time,Facebook;WhatsApp,Web-based Elearning Platforms,Tablet or Ipad,above 5 years,Daily,1 - 6 hours per day,Almost everyone,For academic purposes,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,2.0,5.0,5.0,5.0,No,
Male,15 - 25,Student - Full time,Facebook;Twitter;Instagram;WhatsApp;Telegram;LinkedIn;YouTube;Pinterest,"Zoom;Facebook Live;Mobile Learning via Mobile Apps (Sololearn, Simplilearn, Grasshopper...)",Laptop;Smatphone,above 5 years,Daily,Always online,Almost everyone,To find information;For academic purposes,5.0,5.0,5.0,5.0,5.0,3.0,4.0,2.0,4.0,3.0,4.0,4.0,5.0,5.0,No, 
Male,15 - 25,Student - Full time,Facebook;Twitter;Instagram;WhatsApp,Facebook Live,Laptop;Smatphone,above 5 years,Daily,Always online,Almost everyone,To find information;To play games;To make professional and business contacts;To keep in touch with family and friends;To make new friends;To get latest information/gist;To share videos/ pictures/ music;To share your experience;For academic purposes;To while away time,5.0,5.0,5.0,5.0,5.0,3.0,4.0,3.0,4.0,4.0,4.0,5.0,4.0,4.0,No,No
Male,15 - 25,Student - Full time,Facebook;Twitter;Instagram;WhatsApp;Telegram;WeChat,Facebook Live;Web-based Elearning Platforms,Laptop;Smatphone,above 5 years,Occassionally,1 - 6 hours per day,Almost everyone,To find information;To make professional and business contacts;To keep in touch with family and friends;To make new friends;To get latest information/gist;To share videos/ pictures/ music;To share your experience;For academic purposes,5.0,5.0,5.0,5.0,5.0,3.0,4.0,3.0,3.0,2.0,2.0,5.0,5.0,5.0,Yes, 
Male,15 - 25,Student - Full time,Facebook;Twitter;Instagram;WhatsApp;LinkedIn,Facebook Live;Google Classroom,Smatphone,above 5 years,Daily,Always online,Almost everyone,To find information;To make professional and business contacts;To keep in touch with family and friends;To get latest information/gist,5.0,5.0,4.0,5.0,5.0,3.0,4.0,3.0,5.0,5.0,3.0,5.0,5.0,5.0,Yes,Alison course
Male,15 - 25,Student - Full time,Facebook;Twitter;Instagram;WhatsApp;LinkedIn;YouTube,"Massive Open Online Courses (MOOC) like Coursera, Udemy, EDX etc",Laptop;Smatphone,3-5 years,Daily,Always online,Almost everyone,To find information;To play games;To make professional and business contacts;To keep in touch with family and friends;To make new friends;To get latest information/gist;To share videos/ pictures/ music;For academic purposes;To while away time,4.0,5.0,5.0,5.0,5.0,3.0,3.0,2.0,5.0,5.0,4.0,5.0,4.0,4.0,Yes,Cousera
Male,15 - 25,Student - Full time,Facebook;Twitter;Instagram;WhatsApp;Telegram;LinkedIn;YouTube;Pinterest;Google Plus,"Massive Open Online Courses (MOOC) like Coursera, Udemy, EDX etc;Learning Management System (Moodle, Talent, Docebo etc.);Mobile Learning via Mobile Apps (Sololearn, Simplilearn, Grasshopper...)",Smatphone,above 5 years,Daily,Always online,Almost everyone,To find information;To make professional and business contacts;To keep in touch with family and friends;To make new friends;To get latest information/gist;To share videos/ pictures/ music;To share your experience;For academic purposes;To while away time,5.0,5.0,5.0,5.0,5.0,3.0,3.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,Yes,Coursera.org
Female,15 - 25,Student - Full time,Facebook;Twitter;Instagram;WhatsApp;Telegram;YouTube,Facebook Live,Smatphone,above 5 years,Daily,Always online,Almost everyone,To find information;To play games;To keep in touch with family and friends;To make new friends;To get latest information/gist;For academic purposes,5.0,4.0,5.0,5.0,5.0,3.0,3.0,3.0,3.0,5.0,5.0,4.0,5.0,3.0,No, 
Male,15 - 25,Student - Full time,Facebook;Twitter;Instagram;WhatsApp;Telegram;LinkedIn;YouTube;Snapchat,Zoom,Laptop;Smatphone,above 5 years,Daily,1 - 6 hours per day,Almost everyone,To find information;To make professional and business contacts;To keep in touch with family and friends;To make new friends;To share videos/ pictures/ music;To share your experience;For academic purposes,5.0,5.0,5.0,5.0,5.0,3.0,3.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,Yes,Telegram and Zoom
Female,15 - 25,Student - Full time,Facebook;WhatsApp,Facebook Live,Smatphone,3-5 years,Daily,Less than 1 hour,51- 100,To find information;To make professional and business contacts;To keep in touch with family and friends;To get latest information/gist;To share videos/ pictures/ music;To share your experience;For academic purposes,5.0,5.0,5.0,5.0,5.0,3.0,5.0,4.0,2.0,2.0,2.0,4.0,5.0,5.0,No, 
Female,15 - 25,Student - Full time,Instagram;WhatsApp,"Google Classroom;Microsoft's Team;Artificial Intelligence (AI) via AI tutoring system using Robots, Holographic teacher;Augmented (Virtual ) Reality & Simulations",Laptop;Smatphone,above 5 years,Occassionally,1 - 6 hours per day,Almost everyone,To find information;To play games;To make professional and business contacts;To keep in touch with family and friends;To make new friends;To get latest information/gist;To share videos/ pictures/ music;To share your experience;For academic purposes,5.0,5.0,5.0,5.0,5.0,3.0,5.0,2.0,2.0,4.0,1.0,5.0,5.0,5.0,No, 
Female,15 - 25,Student - Full time,Facebook;WhatsApp;Telegram,Facebook Live;Usage of projector device,Smatphone,above 5 years,Daily,7 - 12 hours per day,51- 100,To find information;To play games;To keep in touch with family and friends;To make new friends;To get latest information/gist;To share videos/ pictures/ music;To share your experience;For academic purposes;To while away time,5.0,5.0,5.0,5.0,5.0,3.0,5.0,3.0,4.0,5.0,5.0,3.0,5.0,5.0,No,
Female,15 - 25,Student - Full time,Facebook;Twitter;Instagram;WhatsApp;Telegram;LinkedIn;Pinterest;Snapchat;Google Plus;Tumblr;WeChat,"Zoom;Facebook Live;Massive Open Online Courses (MOOC) like Coursera, Udemy, EDX etc",Smatphone,above 5 years,Daily,1 - 6 hours per day,51- 100,To find information;To make professional and business contacts;To keep in touch with family and friends;To make new friends;To get latest information/gist;To share videos/ pictures/ music;To share your experience;For academic purposes;To while away time,5.0,5.0,5.0,5.0,5.0,5.0,4.0,2.0,4.0,4.0,4.0,5.0,5.0,4.0,Yes,"Cousera, philanthropy University, shaw academy, international open university.......... Etc"
Male,15 - 25,Student - Full time,Facebook;Twitter;Instagram;WhatsApp;Telegram;YouTube;Snapchat,Zoom;Facebook Live,Laptop;Smatphone,3-5 years,Daily,1 - 6 hours per day,20 - 50,To find information;To play games;To make professional and business contacts;To keep in touch with family and friends;To get latest information/gist;To share videos/ pictures/ music;To share your experience;For academic purposes;Study online courses,5.0,5.0,5.0,5.0,5.0,5.0,4.0,2.0,4.0,3.0,3.0,5.0,5.0,5.0,Yes,Leadership webinars
Male,15 - 25,Student - Full time,Facebook;Twitter;Instagram;WhatsApp;Telegram;LinkedIn;Snapchat,"Zoom;Facebook Live;Learning Management System (Moodle, Talent, Docebo etc.)",Smatphone,above 5 years,Daily,Always online,Almost everyone,To find information;To make professional and business contacts;To keep in touch with family and friends;To make new friends;To get latest information/gist;To share videos/ pictures/ music;To share your experience;For academic purposes;To while away time,5.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,4.0,5.0,4.0,5.0,5.0,5.0,No, 
Male,15 - 25,Student - Full time,Facebook;Twitter;Instagram;WhatsApp;Telegram;LinkedIn;YouTube,Zoom;Facebook Live;Microsoft's Team;Web-based Elearning Platforms,Laptop;Smatphone,above 5 years,Daily,1 - 6 hours per day,51- 100,To find information;To make professional and business contacts;To keep in touch with family and friends;To get latest information/gist;For academic purposes,3.0,5.0,5.0,5.0,5.0,5.0,3.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,Yes,Wordpress udemy
Male,15 - 25,Student - Full time,Facebook;Twitter;Instagram;WhatsApp;Telegram;YouTube;Snapchat,"Google Classroom;Learning Management System (Moodle, Talent, Docebo etc.);Mobile Learning via Mobile Apps (Sololearn, Simplilearn, Grasshopper...);Artificial Intelligence (AI) via AI tutoring system using Robots, Holographic teacher;Gamification via Games-based learning (GBL);Web-based Elearning Platforms",Laptop;Smatphone,3-5 years,Daily,7 - 12 hours per day,Almost everyone,To find information;To play games;To make professional and business contacts;To keep in touch with family and friends;To make new friends;To get latest information/gist;To share videos/ pictures/ music;To share your experience;For academic purposes;To while away time,5.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,4.0,5.0,4.0,5.0,5.0,5.0,Yes,Coursera
Male,15 - 25,Student - Full time,Facebook;Twitter;Instagram;WhatsApp;Telegram;LinkedIn;YouTube,Zoom;Facebook Live;Google Classroom,Laptop;Smatphone,above 5 years,Daily,Always online,Almost everyone,To find information;To make professional and business contacts;To keep in touch with family and friends;To share your experience;For academic purposes,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,Yes,YouTube and WhatsApp
Female,15 - 25,Student - Full time,Facebook;Twitter;Instagram;WhatsApp;Telegram;YouTube;Snapchat;Tiktok,Facebook Live;Google Classroom,Laptop;Smatphone,above 5 years,Daily,1 - 6 hours per day,Almost everyone,To find information;To make professional and business contacts,5.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,2.0,5.0,5.0,5.0,5.0,Yes,Online
Female,15 - 25,Student - Full time,Facebook;Twitter;Instagram;WhatsApp;Telegram;YouTube;Snapchat;Tiktok,Facebook Live;Google Classroom,Laptop;Smatphone,above 5 years,Daily,1 - 6 hours per day,Almost everyone,To find information;To make professional and business contacts,5.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,2.0,5.0,5.0,5.0,5.0,Yes,Online
Male,15 - 25,Student - Full time,Facebook;Twitter;Instagram;WhatsApp;Telegram;YouTube,Zoom;Web-based Elearning Platforms,Laptop;Smatphone,above 5 years,Daily,1 - 6 hours per day,Almost everyone,To find information;To keep in touch with family and friends;To make new friends;To get latest information/gist;To share videos/ pictures/ music;To share your experience;For academic purposes,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,3.0,3.0,4.0,5.0,5.0,Yes,Agricultural Engineering courses
Male,15 - 25,Student - Full time,Facebook;Twitter;Instagram;WhatsApp;YouTube;Google Plus,Facebook Live,Desktop,above 5 years,Daily,1 - 6 hours per day,51- 100,To find information;To make professional and business contacts;To keep in touch with family and friends;To make new friends;To get latest information/gist;To share videos/ pictures/ music;To share your experience;For academic purposes,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,Yes, 
Female,15 - 25,Student - Full time,Facebook;Twitter;Instagram;WhatsApp;YouTube;Pinterest;Snapchat;Tiktok,"Facebook Live;Mobile Learning via Mobile Apps (Sololearn, Simplilearn, Grasshopper...);Web-based Elearning Platforms",Smatphone,above 5 years,Daily,7 - 12 hours per day,Almost everyone,To find information;To make professional and business contacts;To keep in touch with family and friends;To get latest information/gist;To share videos/ pictures/ music;To share your experience;For academic purposes;To while away time,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,4.0,4.0,4.0,5.0,5.0,5.0,Yes,Content writing
Female,15 - 25,Student - Full time,Facebook;Twitter;Instagram;WhatsApp;Telegram,"Facebook Live;Mobile Learning via Mobile Apps (Sololearn, Simplilearn, Grasshopper...);Artificial Intelligence (AI) via AI tutoring system using Robots, Holographic teacher",Laptop;Smatphone,above 5 years,Daily,1 - 6 hours per day,Almost everyone,To find information;To make professional and business contacts;To keep in touch with family and friends;For academic purposes,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,4.0,4.0,4.0,5.0,5.0,5.0,No, 
Female,15 - 25,Student - Full time,Facebook;Twitter;Instagram;WhatsApp;Telegram;LinkedIn;YouTube;Snapchat,"Massive Open Online Courses (MOOC) like Coursera, Udemy, EDX etc;Whatsapp",Smatphone,above 5 years,Daily,Always online,Almost everyone,To find information;To keep in touch with family and friends;To make new friends;To get latest information/gist;To share videos/ pictures/ music;To share your experience;For academic purposes;To while away time,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,4.0,4.0,3.0,3.0,5.0,5.0,No, 
Male,15 - 25,Student - Full time,Facebook;Twitter;Instagram;WhatsApp;Snapchat,Facebook Live,Laptop;Smatphone,above 5 years,Daily,1 - 6 hours per day,20 - 50,To find information;To keep in touch with family and friends;To make new friends;To get latest information/gist;To share your experience;For academic purposes,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0,3.0,3.0,5.0,5.0,5.0,No, 
Male,15 - 25,Student - Full time,Facebook;Twitter;Instagram;WhatsApp;YouTube,Google Classroom,Laptop;Smatphone,1-11 months,Daily,Always online,20 - 50,To find information;To make professional and business contacts;To keep in touch with family and friends;To make new friends;To get latest information/gist;To share videos/ pictures/ music;To share your experience;For academic purposes,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0,1.0,2.0,5.0,5.0,5.0,No, 
Male,15 - 25,Student - Full time,"Facebook;Twitter;Instagram;WhatsApp;Telegram;LinkedIn;YouTube;Pinterest;Snapchat;Windows Live;Google Plus;WeChat;QQ;Nimbuzz, Eskimi",Zoom;Facebook Live;Google Classroom;Microsoft's Team;Liveboard,Laptop;Smatphone,above 5 years,Daily,1 - 6 hours per day,20 - 50,To find information;To make professional and business contacts;To keep in touch with family and friends;To make new friends;To get latest information/gist;For academic purposes,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,3.0,4.0,4.0,5.0,4.0,4.0,Yes,"Personal Development on Coursera Affiliate Stranford University, Leadership Skills and Management at Havard School Online, Machine Language Cousera Affiliate Google Cloud, Learning how to Learn on Coursera Affiliate Many Instructors"
Male,15 - 25,Student - Full time,Facebook;WhatsApp;Telegram,Google Classroom,Laptop;Smatphone,above 5 years,Daily,1 - 6 hours per day,20 - 50,To find information;To make professional and business contacts;To keep in touch with family and friends;To make new friends;To get latest information/gist;To share videos/ pictures/ music;For academic purposes;To while away time,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,5.0,5.0,3.0,5.0,5.0,5.0,Yes,Udemy.com
Male,15 - 25,Student - Full time,Facebook;Twitter;Instagram;WhatsApp;Telegram;LinkedIn;YouTube,"Google Classroom;Learning Management System (Moodle, Talent, Docebo etc.);Web-based Elearning Platforms",Laptop;Desktop;Smatphone,above 5 years,Daily,7 - 12 hours per day,51- 100,To find information;To make professional and business contacts;To keep in touch with family and friends;To make new friends;To get latest information/gist;To share your experience;For academic purposes;To while away time,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,5.0,5.0,5.0,3.0,5.0,5.0,Yes, 
Female,15 - 25,Student - Full time,Facebook;Instagram;WhatsApp;Telegram;LinkedIn;YouTube;Pinterest;Snapchat,"Facebook Live;Massive Open Online Courses (MOOC) like Coursera, Udemy, EDX etc",Smatphone,above 5 years,Daily,1 - 6 hours per day,Less than 20,To find information;To play games;To make professional and business contacts;To keep in touch with family and friends;To make new friends;To get latest information/gist;To share videos/ pictures/ music;To share your experience;For academic purposes;To while away time,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,Yes,Alison's site
Male,15 - 25,Student - Full time,Facebook;Twitter;Instagram;WhatsApp;Telegram,"Zoom;Google Classroom;Massive Open Online Courses (MOOC) like Coursera, Udemy, EDX etc;Web-based Elearning Platforms",Laptop;Smatphone,above 5 years,Daily,1 - 6 hours per day,Almost everyone,To find information;To keep in touch with family and friends;To get latest information/gist;To share your experience;For academic purposes,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0,4.0,5.0,5.0,5.0,5.0,Yes,"Global health, coursera, udemy, edd"
Male,15 - 25,Student - Full time,Facebook;Twitter;Instagram;WhatsApp;Telegram;YouTube;Blogger.com,Zoom;Google Classroom;Web-based Elearning Platforms,Laptop;Smatphone;Tablet or Ipad,above 5 years,Daily,Less than 1 hour,Almost everyone,To find information;To keep in touch with family and friends;To get latest information/gist;For academic purposes,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0,5.0,5.0,5.0,5.0,4.0,Yes, 
Male,15 - 25,Student - Full time,Facebook;Twitter;Instagram;WhatsApp;Telegram;YouTube;Snapchat;Google Plus,"Zoom;Google Classroom;Mobile Learning via Mobile Apps (Sololearn, Simplilearn, Grasshopper...)",Laptop;Smatphone;Tablet or Ipad,above 5 years,Daily,Always online,Almost everyone,To find information;To play games;To make professional and business contacts;To keep in touch with family and friends;To make new friends;To get latest information/gist;To share videos/ pictures/ music;To share your experience;To while away time,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0,5.0,5.0,5.0,5.0,3.0,Yes, 
Female,15 - 25,Student - Full time,Facebook;Instagram;WhatsApp,"Mobile Learning via Mobile Apps (Sololearn, Simplilearn, Grasshopper...)",Smatphone,above 5 years,Daily,1 - 6 hours per day,Almost everyone,To find information;To keep in touch with family and friends;To make new friends;For academic purposes,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,No,
Male,15 - 25,Student - Full time,Facebook;Twitter;Instagram;WhatsApp;Telegram;LinkedIn;Pinterest;Snapchat;Google Plus;Tiktok,Telegram,Laptop;Smatphone,above 5 years,Daily,1 - 6 hours per day,Almost everyone,To find information;To make professional and business contacts;To keep in touch with family and friends;To get latest information/gist;To share videos/ pictures/ music;To share your experience;For academic purposes,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,2.0,2.0,3.0,5.0,5.0,4.0,Yes,"Coursera, Udemy and Google"
